Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides TMT_BP123	Peptides TMT_BP456	Razor + unique peptides TMT_BP123	Razor + unique peptides TMT_BP456	Unique peptides TMT_BP123	Unique peptides TMT_BP456	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 TMT_BP123	Reporter intensity corrected 2 TMT_BP123	Reporter intensity corrected 3 TMT_BP123	Reporter intensity corrected 4 TMT_BP123	Reporter intensity corrected 5 TMT_BP123	Reporter intensity corrected 6 TMT_BP123	Reporter intensity corrected 1 TMT_BP456	Reporter intensity corrected 2 TMT_BP456	Reporter intensity corrected 3 TMT_BP456	Reporter intensity corrected 4 TMT_BP456	Reporter intensity corrected 5 TMT_BP456	Reporter intensity corrected 6 TMT_BP456	Reporter intensity 1 TMT_BP123	Reporter intensity 2 TMT_BP123	Reporter intensity 3 TMT_BP123	Reporter intensity 4 TMT_BP123	Reporter intensity 5 TMT_BP123	Reporter intensity 6 TMT_BP123	Reporter intensity 1 TMT_BP456	Reporter intensity 2 TMT_BP456	Reporter intensity 3 TMT_BP456	Reporter intensity 4 TMT_BP456	Reporter intensity 5 TMT_BP456	Reporter intensity 6 TMT_BP456	Reporter intensity count 1 TMT_BP123	Reporter intensity count 2 TMT_BP123	Reporter intensity count 3 TMT_BP123	Reporter intensity count 4 TMT_BP123	Reporter intensity count 5 TMT_BP123	Reporter intensity count 6 TMT_BP123	Reporter intensity count 1 TMT_BP456	Reporter intensity count 2 TMT_BP456	Reporter intensity count 3 TMT_BP456	Reporter intensity count 4 TMT_BP456	Reporter intensity count 5 TMT_BP456	Reporter intensity count 6 TMT_BP456	Sequence coverage TMT_BP123 [%]	Sequence coverage TMT_BP456 [%]	Intensity	Intensity TMT_BP123	Intensity TMT_BP456	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9NP58	Q9NP58	3	3	3	ATP-binding cassette sub-family B member 6, mitochondrial	ABCB6	sp|Q9NP58|ABCB6_HUMAN ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB6 PE=1 SV=1	1	3	3	3	0	3	0	3	0	3	5.3	5.3	5.3	93.884	842	842	1.67	1	2	0	13.284	11035	13992	17705	12519	24834	20541	10465	13863	18178	13010	24521	19992	3	3	3	3	3	3	0	0	0	0	0	0	11035	13992	17705	12519	24834	20541	0	0	0	0	0	0	10465	13863	18178	13010	24521	19992	0	0	0	0	0	0	3	3	3	3	3	3	0	5.3	15081000	0	15081000	3				3455	1764;1890;17273	True;True;True	1756;1882;17301	4980;5314;49593	5147;5483;51214	5147;5483;51214		
Q9NP61	Q9NP61	8	8	8	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	sp|Q9NP61|ARFG3_HUMAN ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1	1	8	8	8	6	6	6	6	6	6	18	18	18	56.928	516	516	1.62	5	8	0	31.63	280460	286140	311350	285510	335000	293620	265660	285940	324520	285790	336440	285180	12	12	12	12	12	12	146950	154070	131400	155700	153200	128990	133510	132060	179950	129810	181800	164630	139210	153230	140650	153220	154790	125460	126450	132720	183860	132580	181650	159720	6	6	6	6	6	6	6	6	6	6	6	6	15.3	11.6	536000000	119570000	416440000	13				3456	1319;10319;16548;19511;20571;21133;23187;25048	True;True;True;True;True;True;True;True	1309;10325;16578;19536;20597;21160;23211;25075	3708;3709;29221;47488;55833;58608;58609;58610;60129;65713;65714;71024;71025	3815;3816;30087;49059;57594;60401;60402;60403;61950;67669;67670;73119;73120	3816;30087;49059;57594;60402;61950;67670;73119		
Q9NP64	Q9NP64	2	2	2	Nucleolar protein of 40 kDa	ZCCHC17	sp|Q9NP64|NO40_HUMAN Nucleolar protein of 40 kDa OS=Homo sapiens OX=9606 GN=ZCCHC17 PE=1 SV=1	1	2	2	2	1	1	1	1	1	1	10.8	10.8	10.8	27.569	241	241	2		2	0	6.2236	53157	52058	59279	57095	64169	62105	50342	52182	61742	56923	64742	60126	2	2	2	2	2	2	22360	25631	19047	26023	23965	20675	30797	26427	40232	31072	40204	41430	21194	25330	20757	25425	24302	20092	29149	26852	40985	31497	40440	40034	1	1	1	1	1	1	1	1	1	1	1	1	4.6	6.2	25519000	11189000	14330000	2				3457	21554;28736	True;True	21583;28776	61251;81794	63087;84295	63087;84295		
Q9NP71	Q9NP71	3	3	3	Carbohydrate-responsive element-binding protein	MLXIPL	sp|Q9NP71|MLXPL_HUMAN Carbohydrate-responsive element-binding protein OS=Homo sapiens OX=9606 GN=MLXIPL PE=1 SV=1	1	3	3	3	1	2	1	2	1	2	5	5	5	93.071	852	852	1.33	2	1	0	8.968	15039	18841	18359	18288	25343	20758	14261	18601	19351	18342	25259	20210	2	2	2	2	2	2	6415	9157.9	6863.5	9611.1	8285.7	7388.8	8623.7	9682.9	11495	8676.7	17058	13369	6088.6	8960.7	7482.3	9365.7	8437.4	7172.3	8172.8	9639.9	11869	8976.1	16822	13037	1	1	1	1	1	1	1	1	1	1	1	1	2.5	2.6	20724000	2173400	18551000	3				3458	931;20130;21574	True;True;True	922;20155;21603	2591;57440;61289	2677;59215;63125	2677;59215;63125		
Q9NP72	Q9NP72	5	5	5	Ras-related protein Rab-18	RAB18	sp|Q9NP72|RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1	1	5	5	5	4	3	4	3	4	3	29.6	29.6	29.6	22.977	206	206	1.57	3	4	0	13.57	114730	126240	141950	139180	171660	157050	108720	125700	148140	139070	172300	152320	7	7	7	7	7	7	64163	80021	75308	83954	89378	79289	50572	46218	66646	55230	82286	77763	60845	78981	79858	83010	90135	76979	47879	46720	68283	56061	82170	75342	4	4	4	4	4	4	3	3	3	3	3	3	25.2	15	84640000	36215000	48425000	7				3459	7425;12132;14651;23760;24580	True;True;True;True;True	7424;12145;14672;23784;24605	20898;34914;42133;42134;67313;69707;69708	21495;35999;43559;43560;69338;71781;71782	21495;35999;43560;69338;71782		
Q9NP74	Q9NP74	4	4	4	Palmdelphin	PALMD	sp|Q9NP74|PALMD_HUMAN Palmdelphin OS=Homo sapiens OX=9606 GN=PALMD PE=1 SV=1	1	4	4	4	2	4	2	4	2	4	8.9	8.9	8.9	62.757	551	551	2		7	0	19.44	151520	169180	199610	170970	239040	181450	143590	168460	206730	172840	237710	177160	7	7	7	7	7	7	39115	79937	73075	86505	99201	78362	112410	89240	126540	84465	139840	103080	37237	77431	77907	85516	99431	76395	106360	91028	128830	87320	138280	100770	3	3	3	3	3	3	4	4	4	4	4	4	5.6	8.9	133430000	55360000	78065000	7				3460	632;6094;6095;21905	True;True;True;True	624;6090;6091;21933	1710;1711;1712;17272;17273;17274;62155	1771;1772;1773;17812;17813;17814;63997	1772;17812;17814;63997		
Q9NP77	Q9NP77	2	2	2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	sp|Q9NP77|SSU72_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens OX=9606 GN=SSU72 PE=1 SV=1	1	2	2	2	2	0	2	0	2	0	11.9	11.9	11.9	22.574	194	194	1.5	1	1	0	5.348	4442.2	6773	7096.6	6358	7603.8	7094.8	4218.2	6638.3	7407	6376.8	7645.2	6876.7	2	2	2	2	2	2	4442.2	6773	7096.6	6358	7603.8	7094.8	0	0	0	0	0	0	4218.2	6638.3	7407	6376.8	7645.2	6876.7	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	11.9	0	6147900	6147900	0	2				3461	4046;25591	True;True	4035;25619	11380;72648	11669;74801	11669;74801		
Q9NP79	Q9NP79	8	8	8	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1	1	8	8	8	7	7	7	7	7	7	30.9	30.9	30.9	33.879	307	307	1.55	14	17	0	44.374	583110	595490	611120	647930	696070	613770	552340	594540	642990	642180	701580	596010	31	31	31	31	31	31	294500	315780	246890	338000	300060	250610	288610	279710	364230	309930	396010	363160	279030	313340	267950	329860	304550	243820	273310	281200	375040	312320	397030	352190	17	17	17	17	17	17	14	14	14	14	14	14	28.3	28.7	828580000	439720000	388850000	31				3462	2530;4376;16820;17475;20132;22371;23704;27991	True;True;True;True;True;True;True;True	2516;4367;16850;17501;20157;22397;23728;28027	7128;7129;7130;7131;12392;12393;48262;48263;50095;50096;50097;57442;57443;57444;57445;57446;57447;63505;67140;67141;67142;67143;79572;79573;79574;79575;79576;79577;79578;79579;79580	7335;7336;7337;7338;12788;12789;49847;49848;51728;51729;51730;59217;59218;59219;59220;59221;59222;65427;69135;69136;69137;69138;82008;82009;82010;82011;82012;82013;82014;82015;82016	7337;12788;49847;51729;59219;65427;69138;82015		
Q9NP81	Q9NP81	14	14	14	Serine--tRNA ligase, mitochondrial	SARS2	sp|Q9NP81|SYSM_HUMAN Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1	1	14	14	14	12	12	12	12	12	12	38.2	38.2	38.2	58.282	518	518	1.51	17	18	0	46.821	483450	512280	552880	567000	670590	564290	458030	510790	579360	564530	672500	548860	35	35	35	35	35	35	279520	310260	277560	367310	357630	292120	203940	202010	275320	199690	312960	272180	264890	307790	297850	359720	361210	284430	193150	203000	281510	204810	311290	264430	17	17	17	17	17	17	18	18	18	18	18	18	31.7	32.6	610940000	314930000	296000000	35				3463	784;1545;3747;5923;6558;7777;8000;12813;13376;16201;17950;21542;26455;26539	True;True;True;True;True;True;True;True;True;True;True;True;True;True	774;1535;3735;5919;6554;7777;8000;12831;13395;16230;17972;21571;26488;26572	2130;2131;4344;4345;10495;16778;16779;18580;18581;18582;18583;21859;21860;21861;21862;22533;36976;38585;46566;46567;46568;51345;51346;61215;61216;61217;61218;75216;75217;75218;75219;75220;75221;75448;75449	2201;2202;4477;4478;10772;17310;17311;19151;19152;19153;19154;22470;22471;22472;22473;23184;38171;39842;48126;48127;48128;53005;53006;63051;63052;63053;63054;77446;77447;77448;77449;77450;77451;77681;77682	2201;4477;10772;17310;19151;22473;23184;38171;39842;48128;53006;63053;77446;77682		
Q9NP92	Q9NP92	5	5	5	28S ribosomal protein S30, mitochondrial	MRPS30	sp|Q9NP92|RT30_HUMAN 39S ribosomal protein S30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS30 PE=1 SV=2	1	5	5	5	5	4	5	4	5	4	21.4	21.4	21.4	50.364	439	439	1.82	2	9	0	18.601	154920	161310	169270	174620	194200	165190	146760	160930	177660	173470	195260	160610	11	11	11	11	11	11	71666	81325	67488	90633	83187	66256	83252	79989	101780	83985	111010	98934	67923	80512	72847	88582	84192	64573	78837	80422	104810	84889	111070	96037	6	6	6	6	6	6	5	5	5	5	5	5	21.4	17.3	124370000	64756000	59610000	11				3464	3141;18450;23630;25184;27853	True;True;True;True;True	3128;18472;23654;25211;27889	8808;8809;52756;52757;66918;71376;71377;71378;71379;79193;79194	9061;9062;54440;54441;68908;73473;73474;73475;73476;81621;81622	9062;54441;68908;73475;81621		
Q9NPD3	Q9NPD3	4	4	4	Exosome complex component RRP41	EXOSC4	sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3	1	4	4	4	4	3	4	3	4	3	17.1	17.1	17.1	26.383	245	245	1.44	5	4	0	11.925	144270	146520	133330	141260	168570	151440	136660	146090	141450	140510	169310	146960	9	9	9	9	9	9	108750	109740	90983	109250	123850	106380	35521	36779	42348	32010	44722	45057	103010	109340	97736	107910	124470	103390	33649	36757	43714	32601	44838	43568	6	6	6	6	6	6	3	3	3	3	3	3	17.1	13.9	201180000	132020000	69158000	9				3465	1021;1409;15275;26462	True;True;True;True	1012;1399;15298;26495	2836;2837;3952;3953;43971;75242;75243;75244;75245	2926;2927;4065;4066;45451;77474;77475;77476;77477	2927;4065;45451;77474		
Q9NPE3	Q9NPE3	2	2	2	H/ACA ribonucleoprotein complex subunit 3	NOP10	sp|Q9NPE3|NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	45.3	45.3	45.3	7.7059	64	64	1.57	3	4	0	8.0465	35627	40179	40399	41042	39538	40021	33765	39889	42455	40634	40207	38693	6	6	6	6	6	6	13412	17478	14966	16916	18715	19455	22214	22701	25433	24126	20823	20566	12722	17195	15988	16739	18938	18795	21043	22694	26467	23896	21269	19898	3	3	3	3	3	3	3	3	3	3	3	3	45.3	45.3	33583000	13093000	20491000	7				3466	13379;17474	True;True	13398;17500	38592;38593;50090;50091;50092;50093;50094	39854;39855;51723;51724;51725;51726;51727	39855;51727		
Q9NPF4	Q9NPF4	3	3	3	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP	sp|Q9NPF4|OSGEP_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens OX=9606 GN=OSGEP PE=1 SV=1	1	3	3	3	3	2	3	2	3	2	16.7	16.7	16.7	36.426	335	335	1.8	1	4	0	6.1202	56366	47373	46953	51959	56312	51674	53345	47847	49611	51415	56804	50112	5	5	5	5	5	5	34497	25401	18821	27665	26797	20432	21869	21973	28132	24294	29514	31242	32631	25811	20610	26996	27024	19946	20713	22036	29001	24419	29780	30166	3	3	3	3	3	3	2	2	2	2	2	2	16.7	11.6	32987000	16057000	16930000	5				3467	2628;24752;25379	True;True;True	2614;24778;25407	7431;7432;70223;70224;72017	7655;7656;72310;72311;74144	7655;72310;74144		
Q9NPH2	Q9NPH2	7	7	6	Inositol-3-phosphate synthase 1	ISYNA1	sp|Q9NPH2|INO1_HUMAN Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1	1	7	7	6	4	6	4	6	4	6	23.1	23.1	18.1	61.067	558	558	1.47	8	7	0	44.405	159450	163470	199160	194280	228400	210740	151040	163610	206850	193830	229710	204340	15	15	15	15	15	15	49405	52605	42088	57448	57290	44098	110040	110870	157080	136840	171110	166650	46808	52232	45617	56245	57713	43034	104230	111380	161230	137590	172000	161300	7	7	7	7	7	7	8	8	8	8	8	8	15.4	18.1	252380000	103690000	148690000	15				3468	1921;7787;17381;21691;22794;24640;26231	True;True;True;True;True;True;True	1914;7787;21720;22819;24666;26262	5421;5422;5423;5424;21879;21880;21881;61591;64634;64635;64636;64637;69903;69904;74517	5591;5592;5593;5594;22490;22491;22492;63429;66578;66579;66580;66581;71989;71990;76701	5594;22492;63429;66578;71990;76701		
Q9NPI6	Q9NPI6	1	1	1	mRNA-decapping enzyme 1A	DCP1A	sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3	1	1	1	1	1	0	1	0	1	0	2.6	2.6	2.6	63.278	582	582	1	1		0.004579	1.599	10590	11772	7730	9627.5	13826	8750.2	10036	11638	8494.7	9582.2	13680	8610.5	1	1	1	1	1	1	10590	11772	7730	9627.5	13826	8750.2	0	0	0	0	0	0	10036	11638	8494.7	9582.2	13680	8610.5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2.6	0	12432000	12432000	0	1				3469	16833	True	16863	48309	49894	49894		
Q9NPJ6	Q9NPJ6	1	1	1	Mediator of RNA polymerase II transcription subunit 4	MED4	sp|Q9NPJ6|MED4_HUMAN Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	4.8	4.8	4.8	29.745	270	270	1.5	2	2	0	3.8497	2500	3117.1	3305.2	2260.9	5189.3	3269.9	2370.7	3081.9	3426.2	2375.5	5074.6	3218.4	4	4	4	4	4	4	1013.9	1484.6	1334.3	991.51	2219.4	1068.5	1486.1	1632.5	1970.9	1269.4	2969.9	2201.5	962.48	1454.2	1401.9	1035	2160.6	1066.9	1408.2	1627.6	2024.3	1340.5	2914.1	2151.5	2	2	2	2	2	2	2	2	2	2	2	2	4.8	4.8	6193200	2778800	3414400	4				3470	15849	True	15874	45573;45574;45575;45576	47119;47120;47121;47122	47119		
Q9UKK6;Q9NPJ8	Q9UKK6;Q9NPJ8	1;1	1;1	1;1	NTF2-related export protein 1;NTF2-related export protein 2	NXT1;NXT2	sp|Q9UKK6|NXT1_HUMAN NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1;sp|Q9NPJ8|NXT2_HUMAN NTF2-related export protein 2 OS=Homo sapiens OX=9606 GN=NXT2 PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	5.7	5.7	5.7	15.847	140	140;142	1.5	2	2	0.0023784	2.13	78899	75081	77758	90343	93360	84541	74711	75279	82114	89073	94323	82022	4	4	4	4	4	4	41716	37132	33265	47370	43414	35709	37184	37948	44493	42974	49946	48832	39489	37312	35834	46191	43978	34761	35222	37967	46280	42882	50344	47261	2	2	2	2	2	2	2	2	2	2	2	2	5.7	5.7	65773000	32960000	32813000	4				3471	25375	True	25403	72002;72003;72004;72005	74128;74129;74130;74131	74131		
Q9NPQ8	Q9NPQ8	3	3	3	Synembryn-A	RIC8A	sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	1	3	3	3	2	2	2	2	2	2	7.5	7.5	7.5	59.709	531	531	1.75	1	3	0	10.848	66376	69347	70377	77019	75560	66006	62882	69136	74174	76025	76432	64117	4	4	4	4	4	4	43312	44242	40952	51396	45602	38470	23064	25105	29425	25622	29959	27536	41027	44108	43696	50311	46299	37414	21854	25029	30478	25713	30133	26703	2	2	2	2	2	2	2	2	2	2	2	2	5.3	6	35724000	19863000	15860000	4				3472	9233;23580;26375	True;True;True	9235;23604;26407	26088;66781;66782;74984	26869;68770;68771;77209	26869;68771;77209		
Q9NQ29	Q9NQ29	11	6	6	Putative RNA-binding protein Luc7-like 1	LUC7L	sp|Q9NQ29|LUC7L_HUMAN Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1	1	11	6	6	10	9	5	5	5	5	30.5	17.8	17.8	43.727	371	371	1.4	6	4	0	18.266	162530	180440	180720	193990	229180	192810	154020	179280	190630	192760	229840	187540	10	10	10	10	10	10	95798	111700	92558	127370	136040	103260	66734	68745	88160	66627	93139	89555	90808	110430	100150	124910	136600	100820	63216	68849	90487	67846	93238	86719	5	5	5	5	5	5	5	5	5	5	5	5	26.1	26.4	208950000	115980000	92969000	10				3473	557;748;1550;5612;11986;15296;19067;22263;25618;25619;26198	False;True;True;True;True;True;False;True;False;False;False	549;738;1540;5608;11999;15320;19092;22288;25646;25647;26229	1515;1516;1517;2056;4354;4355;15869;15870;34509;34510;44036;44037;54647;54648;54649;54650;63177;72714;72715;72716;72717;74396;74397;74398;74399;74400;74401;74402;74403	1572;1573;1574;2127;4487;4488;16351;16352;35579;35580;45520;45521;56397;56398;56399;56400;65096;74867;74868;74869;74870;76580;76581;76582;76583;76584;76585;76586;76587	1574;2127;4488;16351;35579;45520;56397;65096;74867;74869;76580		
Q9NQ50	Q9NQ50	1	1	1	39S ribosomal protein L40, mitochondrial	MRPL40	sp|Q9NQ50|RM40_HUMAN 39S ribosomal protein L40, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL40 PE=1 SV=1	1	1	1	1	0	1	0	1	0	1	6.8	6.8	6.8	24.49	206	206	2		1	0	5.3063	13415	15125	17714	13574	19164	17004	12714	15051	18278	13818	19132	16508	1	1	1	1	1	1	0	0	0	0	0	0	13415	15125	17714	13574	19164	17004	0	0	0	0	0	0	12714	15051	18278	13818	19132	16508	0	0	0	0	0	0	1	1	1	1	1	1	0	6.8	14323000	0	14323000	1				3474	7065	True	7062	19863	20451	20451		
Q9NQ55	Q9NQ55	5	5	5	Suppressor of SWI4 1 homolog	PPAN	sp|Q9NQ55|SSF1_HUMAN Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1	1	5	5	5	3	4	3	4	3	4	17.1	17.1	17.1	53.193	473	473	1.62	3	5	0	23.712	121210	126240	146750	131180	211740	181230	114830	126140	152500	133110	210350	176170	8	8	8	8	8	8	58028	64212	69695	64723	126420	96345	63184	62026	77055	66462	85323	84889	54990	63884	72928	66165	124600	94057	59839	62256	79574	66941	85746	82114	3	3	3	3	3	3	5	5	5	5	5	5	11.6	15.4	123740000	53161000	70577000	8				3475	2129;3433;16298;19523;27504	True;True;True;True;True	2122;3420;16328;19548;27540	6033;6034;9614;46833;46834;55872;55873;78198	6217;6218;9874;48401;48402;57633;57634;80610	6218;9874;48401;57634;80610		
Q9NQ66	Q9NQ66	2	2	2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	PLCB1	sp|Q9NQ66|PLCB1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Homo sapiens OX=9606 GN=PLCB1 PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	3.4	3.4	3.4	138.57	1216	1216	1.5	2	2	0	3.5987	3348.5	4422.2	5403.6	4767.7	6344.8	6717	3176.5	4370.9	5591.1	4802.5	6381.9	6485.6	4	4	4	4	4	4	1195.7	1266.3	1012.2	1074.2	1309.2	785.84	2152.8	3155.9	4391.4	3693.6	5035.5	5931.1	1132.9	1257.7	1084.2	1069.5	1301.2	775.26	2043.7	3113.2	4506.9	3733.1	5080.7	5710.3	1	1	1	1	1	1	3	3	3	3	3	3	3.4	3.4	1610700	434650	1176100	5				3476	7608;23906	True;True	7607;23930	21400;21401;67718;67719	22007;22008;22009;69745;69746	22008;69745		
Q9NQ88	Q9NQ88	5	5	5	Fructose-2,6-bisphosphatase TIGAR	TIGAR	sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1	1	5	5	5	4	3	4	3	4	3	24.8	24.8	24.8	30.062	270	270	1.67	3	6	0	19.929	159890	178410	168030	190250	216600	191500	151520	177060	178370	188370	217830	185940	9	9	9	9	9	9	112910	124280	109750	138670	153060	123820	46972	54133	58275	51574	63536	67679	107000	123320	117660	136560	153740	120600	44523	53738	60705	51810	64089	65336	5	5	5	5	5	5	4	4	4	4	4	4	21.5	15.6	141720000	88660000	53055000	9				3477	3185;5440;6880;7735;20627	True;True;True;True;True	3172;5436;6877;7734;20653	8924;8925;15408;19383;19384;19385;19386;21745;58756	9177;9178;15878;19966;19967;19968;19969;22355;60549	9177;15878;19969;22355;60549		
Q9NQ94	Q9NQ94	4	4	4	APOBEC1 complementation factor	A1CF	sp|Q9NQ94|A1CF_HUMAN APOBEC1 complementation factor OS=Homo sapiens OX=9606 GN=A1CF PE=1 SV=1	1	4	4	4	4	4	4	4	4	4	8.8	8.8	8.8	65.202	594	594	1.55	5	6	0	14.11	399120	407190	445210	458690	536780	453810	378060	406940	466260	456420	538590	441320	11	11	11	11	11	11	242810	262110	235120	290940	304870	249900	156310	145080	210090	167750	231910	203910	230060	260410	251440	286290	306980	243300	148000	146530	214810	170130	231610	198030	6	6	6	6	6	6	5	5	5	5	5	5	8.8	8.8	208920000	114880000	94046000	11				3478	5701;14212;14404;15707	True;True;True;True	5697;14232;14425;15732	16109;16110;16111;40851;40852;41391;41392;41393;41394;45211;45212	16591;16592;16593;42199;42200;42757;42758;42759;42760;46744;46745	16593;42199;42760;46745		
Q9NQC3	Q9NQC3	4	4	4	Reticulon-4	RTN4	sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2	1	4	4	4	4	3	4	3	4	3	6.6	6.6	6.6	129.93	1192	1192	1.64	4	7	0	26.321	149940	218410	249550	222930	306730	249420	142340	214740	259320	224720	305710	242890	11	11	11	11	11	11	94849	162870	174140	166230	210170	164120	55094	55537	75410	56703	96553	85292	90151	158990	182070	166480	209850	160070	52184	55748	77253	58239	95866	82819	6	6	6	6	6	6	5	5	5	5	5	5	6.6	5.5	475450000	382120000	93331000	11				3479	6786;10052;11225;17394	True;True;True;True	6783;10058;11235;17419	19150;19151;28488;28489;28490;28491;28492;28493;32131;49903;49904	19724;19725;29323;29324;29325;29326;29327;29328;33119;51533;51534	19724;29324;33119;51533		
Q9NQG5	Q9NQG5	12	12	11	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPRD1B	sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1	1	12	12	11	12	9	12	9	11	8	45.7	45.7	41.1	36.899	326	326	1.57	16	21	0	45.761	568860	543820	561950	640320	696680	579430	538680	545090	593100	632790	700690	563810	34	34	34	33	34	34	378450	371590	311010	453540	422410	337290	190410	172230	250940	186780	274260	242140	358420	370840	337160	442130	427250	328690	180260	174250	255940	190660	273440	235120	20	20	20	20	20	20	14	14	14	13	14	14	45.7	40.5	756290000	443390000	312900000	34				3480	1618;4971;5659;11541;12819;14239;14240;15788;16779;17716;22262;23516	True;True;True;True;True;True;True;True;True;True;True;True	1609;4964;5655;11553;12837;14259;14260;15813;16809;17741;22287;23540	4562;4563;4564;4565;14053;14054;15996;15997;15998;15999;33140;33141;33142;33143;36990;36991;36992;40907;40908;40909;45398;45399;45400;45401;48139;48140;48141;50735;63170;63171;63172;63173;63174;63175;63176;66585;66586	4703;4704;4705;4706;14483;14484;16478;16479;16480;16481;34161;34162;34163;34164;38185;38186;38187;42255;42256;42257;46943;46944;46945;46946;49721;49722;49723;52380;65089;65090;65091;65092;65093;65094;65095;68555;68556	4703;14484;16480;34161;38187;42255;42257;46946;49721;52380;65089;68555		
