LFQ intensity UPS1_01	LFQ intensity UPS1_02	LFQ intensity UPS1_03	LFQ intensity UPS1_04	LFQ intensity UPS2_01	LFQ intensity UPS2_02	LFQ intensity UPS2_03	LFQ intensity UPS2_04	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant 1_2	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value 1_2	Student's T-test q-value 1_2	Student's T-test Difference 1_2	Student's T-test Test statistic 1_2	Protein IDs	Majority protein IDs	id
28.03569603	27.72981262	27.86147881	27.62623978	27.65068436	27.82395935	27.49167252	27.86885452						12	12	12	50.7	50.7	50.7	33.256	0	68.209	2668300000	45	0.366536243	0.806915089	0.104514122	0.845998392	sp|P67660|YHAJ_ECOLI	sp|P67660|YHAJ_ECOLI	1973
27.42654419	27.23214912	27.23352242	27.15054321	26.94603539	27.28347969	26.81982422	27.50271416						8	8	8	46.8	46.8	46.8	26.761	0	45.147	1762200000	37	0.310212785	0.840727676	0.122676373	0.735918884	sp|P67826|CUTC_ECOLI	sp|P67826|CUTC_ECOLI	1974
32.35945892	32.69795227	32.45557022	32.8989563	32.77045822	32.53822708	32.86380005	32.8259697						20	20	20	69.7	69.7	69.7	34.893	0	323.31	84507000000	297	0.466859041	0.795218036	-0.146629333	-1.033298496	sp|P67910|HLDD_ECOLI	sp|P67910|HLDD_ECOLI	1975
31.2471714	30.81589127	31.27542114	30.83973503	30.91235161	31.12810898	30.87891388	31.00711441						10	8	8	75.6	64.6	64.6	14.284	0	171.23	25075000000	82	0.17867515	0.883591378	0.062932491	0.458528788	sp|P68066|GRCA_ECOLI	sp|P68066|GRCA_ECOLI	1976
30.4292202	30.2202034	30.48529434	30.4977169	30.4708252	30.40110779	30.50512123	30.56311035						16	16	16	47.2	47.2	47.2	40.99	0	185.56	16555000000	122	0.48029288	0.795218036	-0.07693243	-1.057694368	sp|P68187|MALK_ECOLI	sp|P68187|MALK_ECOLI	1977
32.52217865	31.75409889	32.0609169	31.28967094	31.58696556	32.3619957	30.84191132	31.16494942						3	3	3	42.2	42.2	42.2	5.0958	0	43.389	44528000000	31	0.44764322	0.795218036	0.417760849	0.998149977	sp|P68191|SRA_ECOLI	sp|P68191|SRA_ECOLI	1978
31.75517464	31.7070961	32.31745911	31.75354195	31.7752533	32.16713333	31.76749992	31.6378479						4	4	4	42	42	42	8.3252	0	57.738	53258000000	129	0.091379399	0.937182748	0.046384335	0.250913249	sp|P68206|YJBJ_ECOLI	sp|P68206|YJBJ_ECOLI	1979
0	0	0	0	0	25.39090157	0	0						3	3	3	27.5	27.5	27.5	18.717	0.0013717	3.134	181240000	4	NaN	NaN	0	NaN	sp|P68398|TADA_ECOLI	sp|P68398|TADA_ECOLI	1980
25.98665619	25.70044136	25.8274765	26.00513268	25.83250809	25.89261246	26.05618668	26.07263374						6	6	6	40.8	40.8	40.8	26.949	0	28.095	782140000	20	0.391992198	0.796241363	-0.083558559	-0.894477773	sp|P68567|RSMJ_ECOLI	sp|P68567|RSMJ_ECOLI	1981
32.08825302	31.61065292	32.18759918	31.33180809	31.23008919	31.6036396	31.71816444	31.89699173						7	7	7	46.5	46.5	46.5	8.4999	0	58.863	40153000000	71	0.333357737	0.821093122	0.192357063	0.781659574	sp|P68679|RS21_ECOLI	sp|P68679|RS21_ECOLI	1982
0	25.19989014	0	25.13045502	0	0	26.72468376	0						3	3	3	31.8	31.8	31.8	9.6847	0	4.1511	813090000	4	NaN	NaN	0	NaN	sp|P68688|GLRX1_ECOLI	sp|P68688|GLRX1_ECOLI	1983
31.05859566	30.564291	30.39795113	30.36306572	30.36630058	30.30367088	30.70833015	30.36170769						2	2	2	20.3	20.3	20.3	8.256	0	5.946	17184000000	17	0.379253173	0.799826805	0.160973549	0.870307412	sp|P68699|ATPL_ECOLI	sp|P68699|ATPL_ECOLI	1984
26.39716721	26.43877602	27.01733398	26.36739731	26.5172081	26.78294373	26.78743362	26.64883423						9	9	9	50.2	50.2	50.2	24.672	0	35.633	1223500000	26	0.327167723	0.827613359	-0.128936291	-0.769499162	sp|P68739|NFI_ECOLI	sp|P68739|NFI_ECOLI	1985
31.82486916	31.96808624	31.99897003	31.95282555	32.10039902	32.00497437	31.91152954	32.04807663						30	30	30	69.4	69.4	69.4	54.879	0	323.31	49098000000	314	0.702269255	0.795218036	-0.080057144	-1.445362096	sp|P68767|AMPA_ECOLI	sp|P68767|AMPA_ECOLI	1986
32.69093704	32.47389984	32.61942673	32.41968536	32.38373184	32.51481628	32.6406517	32.7158165						8	8	8	66	66	66	10.693	0	61.164	77316000000	162	0.046303952	0.984908584	-0.012766838	-0.132569186	sp|P68919|RL25_ECOLI	sp|P68919|RL25_ECOLI	1987
28.09717941	28.05305099	27.49220657	27.53941727	27.90288162	27.29841614	28.04228592	27.75436211						2	2	2	18.6	18.6	18.6	14.299	0	17.902	2678200000	18	0.071955954	0.956919914	0.045977116	0.201034592	sp|P69054|DHSC_ECOLI	sp|P69054|DHSC_ECOLI	1988
29.81041718	30.12114525	30.1427269	30.10224533	30.57911682	30.63789177	30.29219627	31.14230156						4	4	4	69.4	69.4	69.4	8.2495	0	216.02	16574000000	56	1.730681152	0.769775041	-0.618742943	-3.200356795	sp|P69222|IF1_ECOLI	sp|P69222|IF1_ECOLI	1989
27.41989136	27.96867561	27.6563549	27.6890583	27.91684151	27.38038635	27.64189339	27.44308472						9	9	9	50.4	50.4	50.4	27.656	0	134.82	2560200000	34	0.212477876	0.869871202	0.087943554	0.533154947	sp|P69228|BAER_ECOLI	sp|P69228|BAER_ECOLI	1990
0	24.94699478	24.56476784	24.23330307	24.88408852	0	0	0						2	2	2	24.1	24.1	24.1	9.3075	0	4.3404	223640000	4	0.673701206	0.795218036	12.21524429	1.396702252	sp|P69346|YEFM_ECOLI	sp|P69346|YEFM_ECOLI	1991
30.62636185	30.4744072	30.53083038	30.54701424	30.72208023	30.51041222	30.93276596	30.67480469						9	9	9	70.9	70.9	70.9	14.163	0	323.31	19225000000	67	0.906533671	0.795218036	-0.165362358	-1.787901027	sp|P69411|RCSF_ECOLI	sp|P69411|RCSF_ECOLI	1992
24.99157333	24.92510796	25.18638992	24.64685822	25.03728867	25.87607574	0	0						2	2	2	5.4	5.4	5.4	28.876	0	73.955	301300000	17	0.830241022	0.795218036	12.20914125	1.660756788	sp|P69423|TATC_ECOLI	sp|P69423|TATC_ECOLI	1993
29.60317993	29.21544456	29.25909805	29.02443123	28.99886894	29.29572487	29.28096008	28.90667152						10	10	10	65.5	65.5	65.5	18.421	0	208.94	6961100000	66	0.445821797	0.795218036	0.15498209	0.99480222	sp|P69425|TATB_ECOLI	sp|P69425|TATB_ECOLI	1994
27.85922813	26.18078613	26.30784225	26.24352646	26.09402084	26.67546082	29.81819534	26.01454735						3	3	3	37.1	37.1	37.1	9.6639	0	11.97	2159600000	6	0.201321206	0.875485965	-0.502710342	-0.508821832	sp|P69428|TATA_ECOLI	sp|P69428|TATA_ECOLI	1995
33.16353989	33.06707001	33.06180191	32.93982315	33.10337067	33.30715179	33.03429794	33.07028961						19	19	19	76.6	76.6	76.6	23.586	0	323.31	1.076E+11	342	0.408664405	0.795218036	-0.070718765	-0.925851544	sp|P69441|KAD_ECOLI	sp|P69441|KAD_ECOLI	1996
29.76607132	30.17092896	30.28956032	30.50256348	30.35951042	30.1964798	30.48270035	30.51793861						23	23	23	60.4	60.4	60.4	62.331	0	323.31	15759000000	169	0.565769381	0.795218036	-0.206876278	-1.209982862	sp|P69451|LCFA_ECOLI	sp|P69451|LCFA_ECOLI	1997
26.46004677	26.71581078	27.76116371	27.36227226	26.62435913	27.33150864	27.21789551	27.14831352						2	2	2	34.8	34.8	34.8	12.331	0	112.66	1676800000	18	0.005671308	0.999856469	-0.00569582	-0.016949816	sp|P69488|CUTA_ECOLI	sp|P69488|CUTA_ECOLI	1998
0	0	0	0	0	0	0	25.13092613						2	2	2	15.1	15.1	15.1	17.698	0	4.4567	180130000	0	NaN	NaN	0	NaN	sp|P69490|CCME_ECOLI	sp|P69490|CCME_ECOLI	1999
29.15479851	29.60305595	29.6467762	29.81884956	29.85427094	29.70699692	29.6040287	29.62770081						10	10	10	65	65	65	19.859	0	174.36	9665600000	109	0.4130871	0.795218036	-0.142379284	-0.934126943	sp|P69503|APT_ECOLI	sp|P69503|APT_ECOLI	2000
24.96648788	25.70487976	25.13680458	25.63873482	25.54191399	24.84971619	25.74059677	25.79879761						6	6	6	35	35	35	24.882	0	21.103	549030000	23	0.164014613	0.88987005	-0.121029377	-0.425276978	sp|P69506|YTFE_ECOLI	sp|P69506|YTFE_ECOLI	2001
31.58104897	31.91591644	31.68089294	31.35042191	31.91324234	31.31802368	31.26018715	31.19536591						3	3	3	42.3	42.3	42.3	8.3234	0	125.59	43066000000	90	0.468469432	0.795218036	0.210365295	1.036230432	sp|P69776|LPP_ECOLI	sp|P69776|LPP_ECOLI	2002
33.81716919	33.69114304	34.15805435	33.80000687	33.60686493	34.14505386	33.9483757	34.00252914						10	10	10	67.5	67.5	67.5	18.251	0	228.82	1.9581E+11	594	0.147802309	0.895433531	-0.059112549	-0.387816021	sp|P69783|PTGA_ECOLI	sp|P69783|PTGA_ECOLI	2003
30.64263344	30.75429916	30.74991035	30.85340881	30.89829063	30.73578072	30.98664665	30.9117794						16	16	16	39.6	39.6	39.6	50.676	0	115.02	21449000000	97	1.005761914	0.795218036	-0.133061409	-1.952749906	sp|P69786|PTGCB_ECOLI	sp|P69786|PTGCB_ECOLI	2004
27.60907745	28.17664528	28.12065125	28.60009956	28.58226204	28.1064949	28.55475426	28.71842575						6	6	6	67.9	67.9	67.9	11.426	0	55.2	4111500000	73	0.734265166	0.795218036	-0.363865852	-1.499569274	sp|P69795|PTQB_ECOLI	sp|P69795|PTQB_ECOLI	2005
32.8080101	32.67667389	32.77796173	32.81254959	32.70433807	32.82820511	32.96075058	32.95802307						17	17	17	68.4	68.4	68.4	35.047	0	323.31	89339000000	258	0.654849321	0.795218036	-0.09403038	-1.364439676	sp|P69797|PTNAB_ECOLI	sp|P69797|PTNAB_ECOLI	2006
27.39640045	27.50142479	27.67747879	27.62044907	27.29228401	0	27.48446846	0						2	2	2	11.7	11.7	11.7	27.635	0	19.953	2078500000	15	0.885126572	0.795218036	13.85475016	1.752282157	sp|P69801|PTNC_ECOLI	sp|P69801|PTNC_ECOLI	2007
30.69162369	30.85534096	30.573349	30.68319702	30.74246216	30.67092705	30.5648365	30.60178185						12	12	12	48.1	48.1	48.1	30.955	0	183.17	19739000000	77	0.341186998	0.816790217	0.055875778	0.796967309	sp|P69805|PTND_ECOLI	sp|P69805|PTND_ECOLI	2008
30.68085098	30.70413017	30.55782509	30.8465519	30.69370079	30.5974369	30.96085548	30.88132286						17	17	17	66.8	66.8	66.8	39.647	0	323.31	21067000000	144	0.363408719	0.807801375	-0.085989475	-0.839991308	sp|P69811|PTFAH_ECOLI	sp|P69811|PTFAH_ECOLI	2009
31.0674057	30.8974247	30.77321243	31.1865387	31.12841606	30.83054733	31.46810722	31.28311539						8	8	8	71.3	71.3	71.3	16.907	0	236.96	26923000000	122	0.563490007	0.795218036	-0.196401119	-1.205979972	sp|P69828|PTKA_ECOLI	sp|P69828|PTKA_ECOLI	2010
28.48834229	28.85468864	28.64082527	28.81869698	29.0895462	28.70806694	28.94410896	28.74271774						8	8	8	47.9	47.9	47.9	17.959	0	154.41	5365200000	71	0.665454028	0.795218036	-0.170471668	-1.382604007	sp|P69829|PTSN_ECOLI	sp|P69829|PTSN_ECOLI	2011
26.37851906	26.70990944	26.65989685	26.46494484	26.56419945	26.47568321	0	26.47178268						4	4	4	17.2	17.2	17.2	23.344	0	4.8392	964990000	13	0.452675066	0.795218036	6.675401211	1.007383699	sp|P69853|DMSD_ECOLI	sp|P69853|DMSD_ECOLI	2012
27.73453712	27.78200531	27.67020226	26.90781784	26.23015404	26.89458084	27.20144272	27.43117523						4	4	4	19.7	19.7	19.7	27.888	0	14.547	1884400000	15	0.887815014	0.795218036	0.584302425	1.756757367	sp|P69856|NANC_ECOLI	sp|P69856|NANC_ECOLI	2013
28.83261681	28.5549736	28.28029633	28.10129356	28.46439171	27.82152939	28.62317276	28.53363609						11	11	11	36.8	36.8	36.8	43.028	0	71.705	4186000000	41	0.125932971	0.907385703	0.081612587	0.336034313	sp|P69874|POTA_ECOLI	sp|P69874|POTA_ECOLI	2014
0	0	0	0	0	0	0	25.28188896						1	1	1	1.7	1.7	1.7	45.828	0.0053643	2.1915	2706400000	7	NaN	NaN	0	NaN	sp|P69902|FCTA_ECOLI	sp|P69902|FCTA_ECOLI	2015
30.9074173	30.43966103	30.71628571	0	30.54130173	0	0	0						35	2	2	81.1	2.1	2.1	52.685	0.00046773	3.9706	15764000000	6	0.687900241	0.795218036	15.38051558	1.42092041	sp|P69908|DCEA_ECOLI	sp|P69908|DCEA_ECOLI	2016
35.55293274	35.61332703	35.61502838	35.70825958	35.64191818	35.63895416	35.76707458	35.73373032						35	35	2	81.1	81.1	2.1	52.668	0	323.31	7.0265E+11	2880	0.794222049	0.795218036	-0.073032379	-1.60047152	sp|P69910|DCEB_ECOLI	sp|P69910|DCEB_ECOLI	2017
29.37287331	29.00343323	29.46462631	29.21618462	28.97855568	29.79099464	28.4486866	28.96837425						3	3	3	62.3	62.3	62.3	6.8558	0	30.056	6726400000	28	0.311051979	0.840727676	0.217626572	0.737590612	sp|P69913|CSRA_ECOLI	sp|P69913|CSRA_ECOLI	2018
29.03839302	29.14094925	29.00963974	29.27524376	29.33513451	29.04656029	29.26004219	29.29417038						15	15	15	41.8	41.8	41.8	64.976	0	166.26	6939200000	75	0.640417815	0.795218036	-0.117920399	-1.339652267	sp|P69922|FUCI_ECOLI	sp|P69922|FUCI_ECOLI	2019
30.48279572	30.65931892	30.56210899	30.72199821	30.69975281	30.47169685	30.57307816	30.50975227						14	14	14	44.9	44.9	44.9	43.517	0	320.11	18377000000	121	0.239741841	0.850350123	0.042985439	0.591492212	sp|P69924|RIR2_ECOLI	sp|P69924|RIR2_ECOLI	2020
0	0	0	0	0	0	0	23.52695274						2	2	2	7.3	7.3	7.3	26.632	0	4.5221	59907000	1	NaN	NaN	0	NaN	sp|P69931|HDA_ECOLI	sp|P69931|HDA_ECOLI	2021
30.05361938	29.76832962	29.66778374	29.85528183	29.70747566	29.76988983	29.75270462	29.74114418						18	18	18	76.5	76.5	76.5	32.53	0	238.2	10953000000	112	0.518171767	0.795218036	0.093450069	1.12576671	sp|P75682|YAGE_ECOLI	sp|P75682|YAGE_ECOLI	2022
0	0	0	0	0	0	22.21572685	0						1	1	1	3.5	3.5	3.5	50.631	0	6.1692	70600000	2	NaN	NaN	0	NaN	sp|P75683|YAGG_ECOLI	sp|P75683|YAGG_ECOLI	2023
0	0	0	0	0	0	0	22.88179398						1	1	1	29.5	29.5	29.5	8.4717	0	4.4538	21049000	1	NaN	NaN	0	NaN	sp|P75687|RCLB_ECOLI	sp|P75687|RCLB_ECOLI	2024
33.61587906	33.79846191	33.75025177	33.38573837	33.62309265	33.90185547	33.61137772	33.69498825						20	20	20	77.4	77.4	77.4	37.978	0	323.31	1.5837E+11	496	0.250731564	0.84302762	-0.070245743	-0.614586309	sp|P75691|YAHK_ECOLI	sp|P75691|YAHK_ECOLI	2025
32.85626984	32.87730408	32.45250702	32.27894211	32.74783325	32.59143066	32.54859924	32.50857162						4	4	4	51.6	51.6	51.6	9.8953	0	103.6	80383000000	150	0.037594471	0.994534259	0.017147064	0.108579154	sp|P75694|YAHO_ECOLI	sp|P75694|YAHO_ECOLI	2026
25.92741394	26.28183556	26.536129	26.53915024	26.48557472	26.50442886	26.82953453	26.80168724						6	6	6	34.5	34.5	34.5	28.73	0	25.04	1155700000	17	1.00202666	0.795218036	-0.334174156	-1.946546179	sp|P75713|ALLE_ECOLI	sp|P75713|ALLE_ECOLI	2027
28.28709602	28.6244278	28.72848511	28.60572624	28.76673508	28.66722679	28.90652847	29.0377903						12	12	12	48.8	48.8	48.8	42.953	0	161.31	5133700000	69	1.192148179	0.795218036	-0.283136368	-2.263406124	sp|P75728|UBIF_ECOLI	sp|P75728|UBIF_ECOLI	2028
28.11272049	28.03742409	28.07163048	28.52395058	28.28608322	28.20424461	28.65996552	28.66766548						11	11	11	78.3	78.3	78.3	28.437	0	73.911	3990000000	57	0.798851054	0.795218036	-0.2680583	-1.608231213	sp|P75736|YBFF_ECOLI	sp|P75736|YBFF_ECOLI	2029
29.4388485	29.30582619	29.1309948	29.12679291	29.16535568	28.99970245	28.97831154	29.03023148						13	13	13	57.7	57.7	57.7	34.386	0	126.52	6953900000	79	1.274434572	0.795218036	0.207215309	2.401892913	sp|P75745|PXPC_ECOLI	sp|P75745|PXPC_ECOLI	2030
26.00127029	25.35743141	25.15560913	25.46569252	25.28816986	25.57268143	24.3194828	25.54919052						7	7	7	50.4	50.4	50.4	25.8	0	38.939	504800000	7	0.397226013	0.796241363	0.312619686	0.904357693	sp|P75746|PXPA_ECOLI	sp|P75746|PXPA_ECOLI	2031
25.82313347	26.18112755	25.60778046	26.3767662	25.90914536	25.37974358	25.51908302	26.07447243						5	5	5	22.2	22.2	22.2	32.788	0	31.513	690950000	15	0.539758576	0.795218036	0.276590824	1.164129685	sp|P75767|GNGF_ECOLI	sp|P75767|GNGF_ECOLI	2032
29.43294716	29.33815575	29.11944008	29.01924324	29.12331963	29.07382965	29.22605133	29.10993385						16	16	16	64.2	64.2	64.2	36.415	0	181.15	7320500000	81	0.412369711	0.795218036	0.094162941	0.932785932	sp|P75777|YBHG_ECOLI	sp|P75777|YBHG_ECOLI	2033
0	0	0	0	0	22.13480186	0	0						1	1	1	4.9	4.9	4.9	25.528	0	7.9686	37401000	3	NaN	NaN	0	NaN	sp|P75779|YBIX_ECOLI	sp|P75779|YBIX_ECOLI	2034
26.75366211	0	26.82456589	0	26.18682289	0	26.27472687	26.60017014						5	5	5	10	10	10	81.959	0	7.086	953870000	5	0.25671701	0.842322295	-6.370872974	-0.627068836	sp|P75780|FIU_ECOLI	sp|P75780|FIU_ECOLI	2035
25.50809097	25.72587967	25.41396523	26.01188469	26.28437996	25.83354568	25.85699844	25.99899292						7	7	7	32.8	32.8	32.8	34.226	0	68.776	756000000	19	1.004223233	0.795218036	-0.328524113	-1.950194347	sp|P75782|RLMF_ECOLI	sp|P75782|RLMF_ECOLI	2036
27.84679031	0	0	0	0	0	0	0						4	4	4	10.9	10.9	10.9	81.903	0.0053571	2.1752	300250000	6	NaN	NaN	0	NaN	sp|P75783|YBIO_ECOLI	sp|P75783|YBIO_ECOLI	2037
25.75292206	25.5698452	25.64405441	25.36623001	25.83994865	25.56206131	25.46263885	25.82345009						7	7	7	22.3	22.3	22.3	47.329	0	25.876	606130000	11	0.297951711	0.840727676	-0.088761806	-0.711374885	sp|P75791|YBIU_ECOLI	sp|P75791|YBIU_ECOLI	2038
25.27198792	25.1936264	25.42037201	25.6453743	25.53907585	25.60995102	25.74434853	25.73226166						6	6	6	28.4	28.4	28.4	30.412	0	14.929	571990000	21	1.311530805	0.795218036	-0.273569107	-2.464725944	sp|P75792|SUPH_ECOLI	sp|P75792|SUPH_ECOLI	2039
0	0	0	24.509058	0	0	0	0						5	5	5	9.8	9.8	9.8	69.113	0	11.271	282770000	4	NaN	NaN	0	NaN	sp|P75796|GSIA_ECOLI	sp|P75796|GSIA_ECOLI	2040
29.09622383	29.15997887	29.03115273	29.19208908	29.27898979	28.99482918	29.34542847	29.24506378						16	16	16	53.3	53.3	53.3	56.47	0	170.06	7164800000	71	0.525214126	0.795218036	-0.096216679	-1.138314444	sp|P75797|GSIB_ECOLI	sp|P75797|GSIB_ECOLI	2041
0	25.57513618	25.76352119	25.36576271	24.86183357	25.35090446	25.82257462	25.7054863						5	5	5	28.8	28.8	28.8	30.196	0	25.218	542320000	18	0.437010137	0.795218036	-6.259094715	-0.978565576	sp|P75809|YBJI_ECOLI	sp|P75809|YBJI_ECOLI	2042
32.9286232	32.79573441	32.58823776	32.52600861	32.79602432	32.54531097	32.68530655	32.8040123						7	7	7	56.1	56.1	56.1	18.991	0	323.31	81874000000	132	0.005994687	0.999856469	0.001987457	0.017909759	sp|P75818|YBJP_ECOLI	sp|P75818|YBJP_ECOLI	2043
0	25.29003525	0	25.89769936	25.81048965	0	26.04531097	26.19738007						5	5	5	27.5	27.5	27.5	31.072	0	27.826	539960000	12	0.283543467	0.840727676	-6.716361523	-0.682236828	sp|P75820|AMID_ECOLI	sp|P75820|AMID_ECOLI	2044
27.14423561	26.81445694	26.93797874	26.6257515	26.80845451	27.12494659	27.00335312	26.83400345						7	7	7	25.5	25.5	25.5	38.085	0	37.795	1464600000	16	0.18405974	0.880623005	-0.062083721	-0.470601237	sp|P75821|YBJS_ECOLI	sp|P75821|YBJS_ECOLI	2045
0	0	0	0	0	0	0	23.77182961						1	1	1	2.9	2.9	2.9	53.706	0.0018215	2.9306	93054000	0	NaN	NaN	0	NaN	sp|P75822|YBJT_ECOLI	sp|P75822|YBJT_ECOLI	2046
30.59761429	30.27885818	30.37326813	30.27353287	30.20489883	30.16303062	30.18162918	30.20314789						15	15	15	54.1	54.1	54.1	36.494	0	160.89	15325000000	98	1.343854844	0.795218036	0.192641735	2.519709049	sp|P75823|LTAE_ECOLI	sp|P75823|LTAE_ECOLI	2047
28.3808403	28.40867996	27.90615463	28.06033707	28.01180077	28.27728462	28.20559692	28.03338623						12	12	12	29.7	29.7	29.7	63.588	0	114.78	3463800000	48	0.157173995	0.893584104	0.056985855	0.409562064	sp|P75828|YBJD_ECOLI	sp|P75828|YBJD_ECOLI	2048
25.86820602	26.18412018	0	25.65957069	25.91038132	26.12295341	26.10075188	26.39242554						7	7	7	21.6	21.6	21.6	40.623	0	23.167	797000000	11	0.467733115	0.795218036	-6.703653812	-1.034890123	sp|P75830|MACA_ECOLI	sp|P75830|MACA_ECOLI	2049
27.14870262	28.00635147	27.73382568	28.17455292	28.23753929	27.54030418	28.22660255	28.47068787						10	10	10	24.4	24.4	24.4	65.651	0	71.379	3174500000	43	0.543349668	0.795218036	-0.352925301	-1.170483639	sp|P75838|YCAO_ECOLI	sp|P75838|YCAO_ECOLI	2050
0	25.95202637	0	25.80579948	26.07410431	0	26.11935616	26.13897324						3	3	3	17	17	17	26.282	0	10.188	635880000	8	0.27738011	0.840727676	-6.643651962	-0.669670501	sp|P75839|YCAP_ECOLI	sp|P75839|YCAP_ECOLI	2051
28.13833809	28.94957352	28.55138588	29.17207336	29.01075935	28.64075661	29.43654633	29.38617706						8	8	8	68.4	68.4	68.4	23.784	0	134.44	6204100000	67	0.68461098	0.795218036	-0.415717125	-1.415316145	sp|P75849|GLO22_ECOLI	sp|P75849|GLO22_ECOLI	2052
28.12716293	28.46216965	28.42734337	28.86239433	28.75713158	28.28555298	28.61016846	28.65023804						14	14	14	55	55	55	40.644	0	188.25	4717300000	73	0.235553604	0.853189905	-0.106005192	-0.582629406	sp|P75863|YCBX_ECOLI	sp|P75863|YCBX_ECOLI	2053
29.13868141	29.0074749	29.06863594	29.22485542	29.08532333	28.7052021	29.06958389	28.94926834						23	23	23	37.5	37.5	37.5	78.853	0	176.09	6625700000	97	0.784355901	0.795218036	0.157567501	1.583919551	sp|P75864|RLMKL_ECOLI	sp|P75864|RLMKL_ECOLI	2054
27.46216965	27.91170883	27.73705482	27.74534988	27.92382622	27.85916901	28.22338486	28.05760193						13	13	13	28.7	28.7	28.7	65.818	0	52.77	2783400000	42	1.304392948	0.795218036	-0.301924706	-2.452614459	sp|P75867|LONH_ECOLI	sp|P75867|LONH_ECOLI	2055
29.96664238	29.99927139	29.8038578	30.10049057	30.05089951	29.80395126	30.28835106	29.92705345						7	7	7	72.3	72.3	72.3	14.701	0	91.051	12576000000	39	0.159765049	0.891861386	-0.049998283	-0.41552987	sp|P75874|YCCU_ECOLI	sp|P75874|YCCU_ECOLI	2056
28.32332802	28.59099388	28.322855	28.83674431	28.61855888	28.33628464	28.50914764	28.65887642						10	10	10	32.3	32.3	32.3	44.356	0	80.295	4569100000	26	0.029382616	0.999856469	-0.012236595	-0.085583486	sp|P75876|RLMI_ECOLI	sp|P75876|RLMI_ECOLI	2057
30.33436775	30.5157795	30.30258369	30.58163261	30.652668	30.31786156	30.55050468	30.77870369						18	18	18	75.3	75.3	75.3	35.343	0	186.09	18397000000	135	0.553146068	0.795218036	-0.141343594	-1.187778315	sp|P75913|GHRA_ECOLI	sp|P75913|GHRA_ECOLI	2058
28.35602951	28.48131561	28.19582367	28.5602684	28.9159584	28.29482651	28.5022583	28.60169411						10	10	10	49	49	49	26.89	0	50.742	4490200000	52	0.553112988	0.795218036	-0.180325031	-1.187720009	sp|P75914|YCDX_ECOLI	sp|P75914|YCDX_ECOLI	2059
27.84056091	28.41526413	28.60077286	28.67697334	28.70110893	28.38911438	28.98576546	28.86614418						4	4	4	26.1	26.1	26.1	20.724	0	38.798	4627900000	80	0.756378123	0.795218036	-0.352140427	-1.536876207	sp|P75915|YCDY_ECOLI	sp|P75915|YCDY_ECOLI	2060
29.04695129	28.72884178	28.55486488	28.71597481	28.88098717	28.84962654	29.18044472	29.03044319						4	4	4	11	11	11	53.665	0	5.9068	5658600000	15	0.882110374	0.795218036	-0.223717213	-1.747260626	sp|P75919|CLSC_ECOLI	sp|P75919|CLSC_ECOLI	2061
28.09547043	28.0497303	28.01446342	28.01057243	28.00050735	27.94117355	27.90006256	28.56325531						8	8	8	34.9	34.9	34.9	33.681	0	21.211	3333100000	25	0.142215598	0.897937706	-0.058690548	-0.374729279	sp|P75931|YCEM_ECOLI	sp|P75931|YCEM_ECOLI	2062
0	0	0	25.46014023	25.14748001	25.5880928	25.01278114	25.31999969						2	2	2	23.2	23.2	23.2	13.981	0	70.949	352790000	10	1.602295608	0.795218036	-18.90205336	-2.969105634	sp|P75946|YCFL_ECOLI	sp|P75946|YCFL_ECOLI	2063
28.71355057	28.94937897	28.74916077	28.79872322	29.2218647	28.83800888	28.9530201	28.62550926						14	14	14	57.2	57.2	57.2	37.594	0	194.94	5615500000	66	0.33960581	0.816790217	-0.106897354	-0.793882244	sp|P75949|NAGZ_ECOLI	sp|P75949|NAGZ_ECOLI	2064
0	0	0	0	0	0	0	25.51983261						4	4	4	17.1	17.1	17.1	23.361	0	6.9933	409280000	6	NaN	NaN	0	NaN	sp|P75952|COMR_ECOLI	sp|P75952|COMR_ECOLI	2065
0	0	0	0	0	0	0	24.08253479						1	1	1	3.4	3.4	3.4	34.636	0.00092464	3.4536	145080000	1	NaN	NaN	0	NaN	sp|P75954|YCFS_ECOLI	sp|P75954|YCFS_ECOLI	2066
26.94782066	27.31337166	27.42558479	27.53860283	27.19882393	27.20405769	27.35925865	27.57087326						6	6	6	34.8	34.8	34.8	25.438	0	34.742	2013200000	20	0.061496978	0.96837412	-0.026908398	-0.173496326	sp|P75957|LOLD_ECOLI	sp|P75957|LOLD_ECOLI	2067
26.04491425	26.10201454	25.13002396	26.14643097	26.15311623	26.14683914	26.23743057	25.98448372						4	4	4	15	15	15	45.344	0	31.473	816700000	12	0.506576305	0.795218036	-0.274621487	-1.105035099	sp|P75958|LOLE_ECOLI	sp|P75958|LOLE_ECOLI	2068
27.24072647	27.11565018	27.42165756	26.69564438	27.21641541	27.25970459	26.85495567	27.3838501						6	6	6	25.4	25.4	25.4	33.042	0	28.241	1749900000	16	0.117138935	0.916959594	-0.060311794	-0.314774999	sp|P75959|NAGK_ECOLI	sp|P75959|NAGK_ECOLI	2069
