,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
3737,sp|Q8NDV7|TNR6A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.193889076,0.094009565,-2.062439886,15,0.056928796,0.101576323,NA,0.125,0.125
3740,sp|Q8NDX5|PHC3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.062869183,0.093915312,-0.669424204,15,0.513397882,0.603908028,NA,0.083333333,0.083333333
3743,sp|Q8NE71|ABCF1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.449542875,0.28072096,1.601386925,15,0.130136804,0.202605141,NA,0.2,0.2
3746,sp|Q8NEF9|SRFB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.053424475,0.12507679,-0.427133399,15,0.675349934,0.739624617,NA,0.356060606,0.356060606
3749,sp|Q8NEJ9|NGDN_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.824506974,0.081876497,10.07013005,15,4.56E-08,4.96E-07,NA,0.474358974,0.474358974
3752,sp|Q8NEM0|MCPH1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.474595151,0.232462251,-2.041600941,14,0.060505116,0.106757915,NA,0.5,0.416666667
3755,sp|Q8NEN9|PDZD8_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.288556755,0.067653631,-4.265207224,15,0.000677642,0.002512248,NA,0,0
3758,sp|Q8NEY1|NAV1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.162940525,0.028792161,-5.659197413,15,4.54E-05,0.000239421,NA,0.177536232,0.177536232
3761,sp|Q8NEZ4|KMT2C_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.073416546,0.196923224,0.372818119,15,0.714499274,0.771155138,NA,0.166666667,0.166666667
3764,sp|Q8NFA0|UBP32_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.02174097,0.127476663,-0.170548631,15,0.866857841,0.90148674,NA,0.270833333,0.270833333
3767,sp|Q8NFC6|BD1L1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.147662006,0.090604581,-1.629741058,15,0.123970974,0.194916739,NA,0.346153846,0.346153846
3770,sp|Q8NFD5|ARI1B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.030931291,0.163427195,-0.189266489,15,0.852421139,0.890555769,NA,0.458333333,0.458333333
3773,sp|Q8NFH5|NUP35_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.293373115,0.240558089,1.219552069,15,0.241464539,0.330841836,NA,0.347222222,0.347222222
3776,sp|Q8NFP9|NBEA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.186696363,0.129240521,-1.444565233,15,0.169144313,0.248704786,NA,0.208333333,0.208333333
3779,sp|Q8NFQ8|TOIP2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.2100968,0.060228516,-3.488327669,15,0.003301672,0.009532829,NA,0,0
3782,sp|Q8NG31|KNL1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.481122305,0.17944503,-2.681168177,13,0.018858862,0.040920312,NA,0.472222222,0.472222222
3785,sp|Q8NHM5|KDM2B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.017028414,0.177702379,0.095825472,15,0.924927695,0.94586326,NA,0.316666667,0.316666667
3788,sp|Q8NHV4|NEDD1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.287615913,0.16616458,-1.730909877,15,0.103979315,0.168535303,NA,0.277777778,0.277777778
3791,sp|Q8NI08|NCOA7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.174127586,0.134395357,-1.295636915,15,0.214684692,0.301005205,NA,0.275641026,0.275641026
3794,sp|Q8NI27|THOC2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.272198591,0.041418511,-6.57190676,15,8.86E-06,5.63E-05,NA,0.166666667,0.166666667
3797,sp|Q8NI77|KI18A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.157419034,0.325089446,0.484232987,15,0.635214574,0.705892752,NA,0.395833333,0.395833333
3800,sp|Q8TAF3|WDR48_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.236756601,0.226358065,1.045938441,15,0.312152451,0.406639024,NA,0.541666667,0.541666667
3803,sp|Q8TAQ2|SMRC2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.112000892,0.050644191,-2.211524964,15,0.042939907,0.081370612,NA,0.106060606,0.106060606
3806,sp|Q8TCN5|ZN507_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.587058948,0.252403581,-2.325874082,13,0.036844577,0.071618836,NA,0.527777778,0.361111111
3809,sp|Q8TCU4|ALMS1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,#NAME?,NA,NA,NA,NA,0,oneConditionMissing,0.916666667,0
3812,sp|Q8TD16|BICD2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.191382146,0.203895178,-0.938630073,12,0.366429823,0.463657816,NA,0.416666667,0.416666667
3815,sp|Q8TD19|NEK9_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.199641868,0.942333383,0.211859064,15,0.835068767,0.87300145,NA,0.333333333,0.333333333
3818,sp|Q8TD26|CHD6_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.74935255,0.267311411,-2.80329428,15,0.013370555,0.031041581,NA,0.361111111,0.361111111
3821,sp|Q8TDM6|DLG5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.21978098,0.107257519,-2.049096256,15,0.058366186,0.103791157,NA,0.268518519,0.268518519
3824,sp|Q8TEH3|DEN1A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.259064625,0.053171433,-4.872252036,15,0.000203048,0.000893185,NA,0.111111111,0.111111111
3827,sp|Q8TEK3|DOT1L_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.175469948,0.049981228,-3.510717018,15,0.003153417,0.009205195,NA,0.172619048,0.172619048
3830,sp|Q8TEP8|CE192_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.40335245,0.381579705,1.057059494,15,0.307212102,0.401353164,NA,0.229166667,0.229166667
3833,sp|Q8TEU7|RPGF6_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.331672162,0.106517849,-3.113770733,15,0.007114235,0.018163031,NA,0.316666667,0.316666667
3836,sp|Q8TEW0|PARD3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.013343191,0.261804753,-0.050966189,15,0.960024969,0.967694771,NA,0.268518519,0.268518519
3839,sp|Q8TF01|PNISR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.207052491,0.126598725,1.635502187,15,0.122749322,0.193378893,NA,0.285714286,0.285714286
3842,sp|Q8TF72|SHRM3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.119409295,0.371151695,-0.32172639,15,0.752099744,0.804807543,NA,0.444444444,0.444444444
3845,sp|Q8WUA4|TF3C2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.445033516,0.106950766,-4.161106395,15,0.000836119,0.002997193,NA,0.364583333,0.364583333
3848,sp|Q8WUF5|IASPP_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.080673069,0.092159512,-0.875363466,15,0.395177357,0.491034149,NA,0.283333333,0.283333333
3851,sp|Q8WUM0|NU133_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.506452487,0.158215035,-3.201038924,15,0.005951176,0.01564647,NA,0,0
3854,sp|Q8WUM4|PDC6I_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.584842328,0.140172404,-4.172307168,10,0.001910941,0.00597357,NA,0.138888889,0.138888889
3857,sp|Q8WUM9|S20A1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.698417667,0.183781752,-3.800255782,15,0.001742318,0.00553694,NA,0.479166667,0.479166667
3860,sp|Q8WVC0|LEO1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.05629057,0.025735936,-2.187236172,15,0.044977026,0.083634094,NA,0.147727273,0.147727273
3863,sp|Q8WW12|PCNP_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.345256838,0.42378605,3.174377349,15,0.006284975,0.016388407,NA,0.270833333,0.270833333
3866,sp|Q8WWI1|LMO7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.403300861,0.107481723,3.752273853,15,0.001921988,0.005984543,NA,0.337962963,0.337962963
3869,sp|Q8WWK9|CKAP2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.537747327,0.113597147,-4.733810148,15,0.000266371,0.001140156,NA,0.345238095,0.345238095
3872,sp|Q8WWM7|ATX2L_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.405780041,0.228099367,1.778961715,15,0.095513385,0.156851349,NA,0.392857143,0.392857143
3875,sp|Q8WWQ0|PHIP_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.21937839,0.079169578,-2.770993559,15,0.014270244,0.032512407,NA,0.322916667,0.322916667
3878,sp|Q8WX93|PALLD_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.402771904,0.055062465,-7.314817927,15,2.55E-06,1.84E-05,NA,0.083333333,0.083333333
3881,sp|Q8WXH0|SYNE2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.074825756,0.14193168,-0.527195589,15,0.605767948,0.680623332,NA,0.208333333,0.208333333
3884,sp|Q8WXX5|DNJC9_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.920758544,0.412438787,2.232473213,14,0.042431911,0.080504032,NA,0.5,0.416666667
3887,sp|Q8WY36|BBX_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.217407795,0.06295088,-3.453610099,15,0.003545478,0.010036042,NA,0.229166667,0.229166667
3890,sp|Q8WYB5|KAT6B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.304368148,0.074732368,-4.072775365,15,0.000999979,0.003490038,NA,0.1875,0.1875
3893,sp|Q8WYP5|ELYS_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.137576813,0.031731319,-4.33567902,15,0.000588081,0.002261191,NA,0.148989899,0.148989899
3896,sp|Q92331|VPS5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.883333333,0.3
3899,sp|Q92499|DDX1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.11163635,0.126578718,-0.881951972,15,0.391716996,0.487879679,NA,0.354166667,0.354166667
3902,sp|Q92539|LPIN2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.065778744,0.190388106,0.345498178,15,0.734517443,0.789718145,NA,0.4375,0.4375
3905,sp|Q92541|RTF1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.339031306,0.129941194,-2.609113367,15,0.019737537,0.042430149,NA,0.277777778,0.277777778
3908,sp|Q92545|TM131_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.257665342,0.117796103,-2.187384272,15,0.044964337,0.083634094,NA,0.266666667,0.266666667
3911,sp|Q92547|TOPB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.191336143,0.308741838,-0.619728586,15,0.544736173,0.63141682,NA,0.37962963,0.37962963
3914,sp|Q92574|TSC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,#NAME?,NA,NA,NA,NA,0,oneConditionMissing,0.916666667,0
3917,sp|Q92576|PHF3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.281135739,0.036095385,-7.788689329,15,1.20E-06,9.40E-06,NA,0.216666667,0.216666667
3920,sp|Q92598|HS105_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.263104593,0.086158894,-3.053713661,15,0.008042315,0.020239614,NA,0.255555556,0.255555556
3923,sp|Q92610|ZN592_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.178767188,0.13919201,1.284320755,15,0.21851201,0.305455169,NA,0.506944444,0.506944444
3926,sp|Q92614|MY18A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.660086596,0.254077641,2.597972,15,0.020180298,0.043157041,NA,0.28125,0.28125
3929,sp|Q92615|LAR4B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.253406813,0.117728358,-2.152470465,15,0.0480493,0.088620544,NA,0.229166667,0.229166667
3932,sp|Q92619|HMHA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.213477525,0.174477404,-1.223525339,15,0.240004495,0.329125335,NA,0.30952381,0.30952381
3935,sp|Q92625|ANS1A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.165756901,0.174209882,0.951478177,15,0.356442571,0.453187192,NA,0.3125,0.3125
3938,sp|Q92667|AKAP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.563049933,0.058718221,-9.589015538,15,8.65E-08,8.81E-07,NA,0.236111111,0.236111111
3941,sp|Q92733|PRCC_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.352745824,0.285219382,4.742825733,15,0.000261687,0.001128505,NA,0.277777778,0.277777778
3944,sp|Q92766|RREB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.013070277,0.181840166,0.071877834,15,0.943648766,0.958129309,NA,0.287037037,0.287037037
3947,sp|Q92785|REQU_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.10090605,0.067913172,1.485809702,15,0.158042868,0.236320221,NA,0.291666667,0.291666667
3950,sp|Q92793|CBP_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.500394999,0.351030655,-1.425502279,10,0.184470469,0.267036559,NA,0.395833333,0.395833333
3953,sp|Q92794|KAT6A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.207374919,0.360807121,-0.574752844,15,0.573978435,0.654680718,NA,0.427083333,0.427083333
3956,sp|Q92797|SYMPK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.130975144,0.055242726,-2.370902995,15,0.031567478,0.062976325,NA,0.142857143,0.142857143
3959,sp|Q92870|APBB2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.234502106,0.145175726,-1.615298316,15,0.127079594,0.19901617,NA,0.380952381,0.380952381
3962,sp|Q92890|UFD1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.32868399,0.057504099,-5.715835875,15,4.09E-05,0.000221504,NA,0.263888889,0.263888889
3965,sp|Q92922|SMRC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.106583205,0.257357715,0.414144201,15,0.684629848,0.746697938,NA,0.269230769,0.269230769
3968,sp|Q92945|FUBP2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.314681278,0.112993421,-2.784952214,15,0.013874454,0.031867884,NA,0.348484848,0.348484848
3971,sp|Q93009|UBP7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.521311578,0.416847639,-1.250604608,2,0.337554045,0.432985317,NA,0.666666667,0
3974,sp|Q969R5|LMBL2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.124750654,0.054078799,2.306831083,15,0.035748982,0.070006852,NA,0.229166667,0.229166667
3977,sp|Q969S3|ZN622_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.406654638,0.206431863,1.969921851,15,0.067598209,0.117062111,NA,0.236111111,0.236111111
3980,sp|Q969V6|MRTFA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.164536737,0.232921413,-0.70640451,10,0.496065505,0.589634747,NA,0.305555556,0.305555556
3983,sp|Q96A49|SYAP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.010839571,0.200039102,0.054187262,15,0.957501097,0.966761372,NA,0.2,0.2
3986,sp|Q96AC1|FERM2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.365930748,0.278814782,1.312451033,15,0.209096475,0.295151291,NA,0.305555556,0.305555556
3989,sp|Q96AE4|FUBP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.725476687,0.441532419,-1.643088154,15,0.121156528,0.191630046,NA,0.472222222,0.472222222
3992,sp|Q96AG4|LRC59_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.471754355,0.082739633,-5.70167328,15,4.20E-05,0.00022583,NA,0.361111111,0.361111111
3995,sp|Q96AT1|K1143_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.031899206,0.197950583,0.16114732,15,0.874127748,0.908452136,NA,0.047619048,0.047619048
3998,sp|Q96AY3|FKB10_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.528957259,0.379019602,-1.39559341,8,0.20035421,0.28534752,NA,0.527777778,0.361111111
4001,sp|Q96AY4|TTC28_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.296168735,0.073381459,-4.03601588,15,0.001077472,0.003699083,NA,0.316666667,0.316666667
4004,sp|Q96B01|R51A1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.068259678,0.142732827,0.478233913,15,0.639379047,0.709444577,NA,0.319444444,0.319444444
4007,sp|Q96B97|SH3K1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.110850307,0.055538957,-1.995901837,15,0.064431971,0.112313908,NA,0,0
4010,sp|Q96BY6|DOC10_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.308886523,0.137456446,-2.247159248,15,0.040106228,0.077011717,NA,0.125,0.125
4013,sp|Q96BY7|ATG2B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.146412791,0.09713235,-1.507353526,15,0.152489948,0.229747664,NA,0.5,0.5
4016,sp|Q96C24|SYTL4_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.058409283,0.255368857,-0.228725162,15,0.822171598,0.861787787,NA,0.166666667,0.166666667
4019,sp|Q96CB8|INT12_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.276462391,0.09785789,-2.825141546,15,0.012793555,0.029832842,NA,0.208333333,0.208333333
4022,sp|Q96D71|REPS1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.094592929,0.088707003,-1.066352439,15,0.303127827,0.39815301,NA,0.270833333,0.270833333
4025,sp|Q96EV2|RBM33_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.340488741,0.107466858,-3.168313916,15,0.006363438,0.016511666,NA,0.166666667,0.166666667
4028,sp|Q96EZ8|MCRS1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.534988036,0.23192035,2.30677487,15,0.03575287,0.070006852,NA,0.444444444,0.444444444
4031,sp|Q96FF9|CDCA5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.003565535,0.132197897,-0.026971194,15,0.97883827,0.981929989,NA,0.208333333,0.208333333
4034,sp|Q96FV9|THOC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.235137508,0.043502684,-5.405126459,15,7.30E-05,0.000365576,NA,0.027777778,0.027777778
4037,sp|Q96FW1|OTUB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.028248812,0.37929255,0.074477635,15,0.941614503,0.957287984,NA,0.458333333,0.458333333
4040,sp|Q96GA3|LTV1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.874348039,0.293123774,2.982862924,15,0.009291263,0.022804522,NA,0.446969697,0.446969697
4043,sp|Q96GX5|GWL_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.080185885,0.202233116,-0.396502248,15,0.69731814,0.757933748,NA,0.523809524,0.523809524
4046,sp|Q96HC4|PDLI5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.242087265,0.047440792,-5.102934757,15,0.000129816,0.00059238,NA,0.345238095,0.345238095
4049,sp|Q96HH9|GRM2B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.16212054,0.712954649,-0.2273925,15,0.823188786,0.862284824,NA,0.416666667,0.416666667
4052,sp|Q96JG6|VPS50_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.141310601,0.05369236,-2.631856787,15,0.018862512,0.040920312,NA,0.159722222,0.159722222
4055,sp|Q96JM2|ZN462_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.063769327,0.171251312,-0.372372778,15,0.714823906,0.771155138,NA,0,0
4058,sp|Q96JM3|CHAP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.022596955,0.075371976,-0.299805799,15,0.768439808,0.818981487,NA,0.279487179,0.279487179
4061,sp|Q96JP5|ZFP91_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.255629086,0.097515919,-2.621408768,15,0.019259751,0.041668235,NA,0.222222222,0.222222222
4064,sp|Q96K76|UBP47_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.354599647,0.223940841,-1.583452337,15,0.134170771,0.207532042,NA,0.45,0.45
4067,sp|Q96K83|ZN521_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.06101564,0.121969941,-0.500251449,15,0.624157251,0.69701949,NA,0.229166667,0.229166667
4070,sp|Q96KB5|TOPK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.151529003,0.066135768,-2.291180829,15,0.036846719,0.071618836,NA,0.208333333,0.208333333
4073,sp|Q96KM6|Z512B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.200013911,0.096935923,-2.063362122,15,0.056830659,0.101515284,NA,0.233333333,0.233333333
4076,sp|Q96KR1|ZFR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.527514205,0.236905109,2.226689866,3,0.112341711,0.179656231,NA,0.875,0.125
4079,sp|Q96L73|NSD1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.336577121,0.059383943,-5.66781358,15,4.47E-05,0.000237916,NA,0.111111111,0.111111111
4082,sp|Q96L91|EP400_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.413771431,0.17387181,2.379749946,14,0.032088486,0.063855282,NA,0.479166667,0.479166667
4085,sp|Q96N67|DOCK7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.263576922,0.080632859,-3.268852507,15,0.005179285,0.013940178,NA,0.208333333,0.208333333
4088,sp|Q96NB3|ZN830_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.348883412,0.362768104,3.71830764,15,0.002060375,0.006375833,NA,0.266666667,0.266666667
4091,sp|Q96PU5|NED4L_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.171302059,0.180512128,0.948978116,15,0.357671622,0.454386029,NA,0.46875,0.46875
4094,sp|Q96PY5|FMNL2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.401924549,0.096990494,-4.143958159,14,0.000993193,0.003481656,NA,0.513888889,0.430555556
4097,sp|Q96PZ0|PUS7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.603949035,0.538164423,-1.122238871,15,0.27940416,0.371914339,NA,0.5625,0.5625
4100,sp|Q96Q15|SMG1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.185685977,0.047070465,-3.944851127,15,0.001297051,0.004318065,NA,0.152777778,0.152777778
